Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_03.raw
A2BDX3	A2BDX3	MOCS3_MOUSE	Mocs3	Adenylyltransferase and sulfurtransferase MOCS3	1.85915e+06	912608	1.0623e+06	3.66579e+06	2.6351e+06	899403	1.41239e+06	1.02006e+06	878654	1.68717e+06	2.38396e+06	921930	3.72536e+06	2.61388e+06	3.17844e+06	3.21637e+06	2.26178e+06	3.34495e+06
A2BE28;A2BE28-2	A2BE28;A2BE28-2	LAS1L_MOUSE	Las1l	Ribosomal biogenesis protein LAS1L	3.72341e+06	2.17632e+06	1.36039e+06	5.34397e+06	4.94134e+06	2.01829e+06	3.3775e+06	1.56849e+06	1.00254e+06	6.72733e+06	5.08112e+06	1.52094e+06	1.18555e+07	1.11735e+07	1.07978e+07	1.12151e+07	1.08488e+07	1.02189e+07
A2BH40	A2BH40;A2BH40-2;A2BH40-3;A2BH40-4	ARI1A_MOUSE	Arid1a	AT-rich interactive domain-containing protein 1A	2.10102e+06	1.0267e+06	952432	2.31374e+06	2.76683e+06	1.3941e+06	1.44427e+06	1.35778e+06	817924	2.40092e+06	2.62438e+06	1.35678e+06	4.34181e+06	4.35439e+06	3.92076e+06	4.35093e+06	4.14926e+06	3.90853e+06
A2BH40;E9Q4N7	A2BH40;A2BH40-2;A2BH40-3;A2BH40-4;E9Q4N7	ARI1A_MOUSE;ARI1B_MOUSE	Arid1a;Arid1b	AT-rich interactive domain-containing protein 1A	657674	248913	139145		338318	75430.4	986091	668833			136486	83916.6	882998	1.29218e+06	636327	871221	1.16615e+06	672811
A2BH40;P10107	A2BH40;A2BH40-2;A2BH40-3;A2BH40-4;P10107	ANXA1_MOUSE;ARI1A_MOUSE	Anxa1;Arid1a	AT-rich interactive domain-containing protein 1A			28887.7							105994			668087	562576	646900	790754	688728	693731
A2CG63;A2CG63-2	A2CG63;A2CG63-2	ARI4B_MOUSE	Arid4b	AT-rich interactive domain-containing protein 4B													749758	573565	724015	835599	914484	936224
A2RSY1;A2RSY1-2;A2RSY1-3	A2RSY1;A2RSY1-2;A2RSY1-3	KANL3_MOUSE	Kansl3	KAT8 regulatory NSL complex subunit 3	421532										117314		377523	432137	248416	348844	446737	335004
A2RSY6	A2RSY6;A2RSY6-2	TRM1L_MOUSE	Trmt1l	TRMT1-like protein	1.47544e+06		254619	1.73655e+06	1.13933e+06	413595	2.79266e+06	429780	603398	1.17381e+06	517423	277527	2.62919e+06	2.35767e+06	2.84566e+06	2.51729e+06	2.26485e+06	2.90986e+06
A2RT60	A2RT60	HTRA4_MOUSE	Htra4	Serine protease HTRA4				1.40936e+06	2.17892e+06	2.06728e+06				1.93412e+06	3.13947e+06	1.81354e+06				89591.8		
A2RT60;Q9JIY5	Q9JIY5;A2RT60	HTRA2_MOUSE;HTRA4_MOUSE	Htra2;Htra4	Serine protease HTRA4	1.11868e+07	1.54649e+07	1.61763e+07	9.17909e+06	8.23826e+06	1.15596e+07	1.47388e+07	1.4739e+07	1.54848e+07	6.37153e+06	9.8407e+06	1.30453e+07	3.56032e+06	3.29479e+06	3.14894e+06	3.22094e+06	3.44812e+06	3.57727e+06
A2RTL5	A2RTL5	RSRC2_MOUSE	Rsrc2	Arginine/serine-rich coiled-coil protein 2													3.46874e+06	2.98947e+06	3.3933e+06	3.60403e+06	3.03712e+06	3.19195e+06
A3KFM7;A3KFM7-2	A3KFM7;A3KFM7-2	CHD6_MOUSE	Chd6	Chromodomain-helicase-DNA-binding protein 6	113389			1.02117e+06	1.56577e+06		233835	2.0107e+06		440932	1.32146e+06		822545	644527	967273	342851	789215	568127
A3KGB4	A3KGB4	TBC8B_MOUSE	Tbc1d8b	TBC1 domain family member 8B													663323	263037	335561	444527	181030	598151
A3KGV1;A3KGV1-2;A3KGV1-3;A3KGV1-4	A3KGV1;A3KGV1-2;A3KGV1-3;A3KGV1-4;A3KGV1-5;A3KGV1-6;A3KGV1-7	ODFP2_MOUSE	Odf2	Outer dense fiber protein 2	2.6877e+06	1.38332e+06	1.32798e+06	2.9582e+06	1.88183e+06	417335	3.17227e+06	1.48727e+06	1.33347e+06	3.10475e+06	1.47645e+06	289166	924651	518209	1.03183e+06	799006		503833
A6H5X4;A6H5X4-2;A6H5X4-3	A6H5X4;A6H5X4-2;A6H5X4-3	PHF11_MOUSE	Phf11	PHD finger protein 11	384234	180184		458862	372852	183688	362438	112555	100906	558768	416783	188274	340753	374844	283396	280966	289097	289053
A6H611	A6H611	MIPEP_MOUSE	Mipep	Mitochondrial intermediate peptidase	8.46454e+06	1.00711e+07	1.03674e+07	5.70112e+06	6.76321e+06	7.1491e+06	9.35242e+06	1.03478e+07	1.00773e+07	5.60905e+06	7.02149e+06	6.86023e+06	2.16225e+06	2.52424e+06	2.11615e+06	2.31689e+06	2.45326e+06	2.12397e+06
A6H619;A6H619-2	A6H619;A6H619-2	PHRF1_MOUSE	Phrf1	PHD and RING finger domain-containing protein 1											118987		714568	472928	845356	535166	929778	745928
A6H6A9	A6H6A9	RBG1L_MOUSE	Rabgap1l	Rab GTPase-activating protein 1-like													60929.6	99035	60896.9	131721	82968.9	136761
A6H6E9	A6H6E9	TT23L_MOUSE	Ttc23l	Tetratricopeptide repeat protein 23-like							87206.9						1.16881e+06	839877	1.36474e+06	1.30072e+06	1.07532e+06	612728
A6H8H2;A6H8H2-2	A6H8H2;A6H8H2-2	DEN4C_MOUSE	Dennd4c	DENN domain-containing protein 4C	546930	279644		525080	526002	255470	453531		193245	796659	793457		1.33171e+06	1.10904e+06	1.21438e+06	1.14901e+06	1.02928e+06	1.29339e+06
A6PWY4;A6PWY4-2	A6PWY4;A6PWY4-2;A6PWY4-3	WDR76_MOUSE	Wdr76	WD repeat-containing protein 76	842892	345295		1.14502e+06	953518		696066	378805		1.00845e+06	952514	291780	1.75034e+06	1.55658e+06	1.92636e+06	1.71764e+06	2.1186e+06	1.98731e+06
A6X919	A6X919;A6X919-2;A6X919-3	D19L1_MOUSE	Dpy19l1	Probable C-mannosyltransferase DPY19L1	5.52829e+06	6.33389e+06	5.22437e+06	1.5793e+07	1.66596e+07	1.79017e+07	6.23827e+06	6.29217e+06	5.2383e+06	1.52147e+07	1.72502e+07	1.68414e+07	3.68554e+06	3.79648e+06	3.19053e+06	3.99039e+06	3.20328e+06	3.08081e+06
A6X935;A6X935-2	A6X935;A6X935-2	ITIH4_MOUSE	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4	2.66696e+07	1.42884e+07	1.18444e+07	3.3097e+06	2.62954e+06	1.47844e+06	2.2017e+07	1.41975e+07	1.51382e+07	1.91458e+06	1.31603e+06	2.65561e+06	1.56658e+06	2.5823e+06	1.30416e+06	2.58211e+06	2.1467e+06	1.47676e+06
A8C756	A8C756	THADA_MOUSE	Thada	Thyroid adenoma-associated protein homolog													216898	317205	304733	267614	347322	405037
A9JSM3	A9JSM3	TM238_MOUSE	Tmem238	Transmembrane protein 238		701352	167453	842787	821563	1.01086e+06		665374	518262	298073	728927	926201	395716		363104	460765		
B0F2B4	B0F2B4	NLGN4_MOUSE	Nlgn4l	Neuroligin 4-like	40849.7	20137.3	55473.9			28328.9		40132.1	43278.5		13229.1		29797.8	36300.3		28511.1	45951.4	48286.4
B0V2N1;B0V2N1-2;B0V2N1-6	B0V2N1;B0V2N1-2;B0V2N1-3;B0V2N1-4;B0V2N1-6	PTPRS_MOUSE	Ptprs	Receptor-type tyrosine-protein phosphatase S	5.10437e+06	2.89332e+06	2.52309e+06	2.28733e+06	1.34649e+06	1.26313e+06	4.57621e+06	2.97186e+06	2.72658e+06	2.19425e+06	1.61024e+06	1.41779e+06	1.08699e+06	1.25552e+06	1.01314e+06	1.05716e+06	1.45268e+06	776864
B1AQJ2	B1AQJ2	UBP36_MOUSE	Usp36	Ubiquitin carboxyl-terminal hydrolase 36	3.3851e+06	2.00316e+06	295469	2.7396e+06	2.77443e+06	1.16597e+06	3.00741e+06	1.79831e+06	1.05975e+06	4.30565e+06	1.73048e+06	1.29111e+06	8.74533e+06	9.74114e+06	8.77751e+06	9.12906e+06	8.75499e+06	9.52941e+06
B1AR13	B1AR13	CISD3_MOUSE	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	2.26201e+07	2.07425e+07	2.18642e+07	3.04189e+07	4.93786e+07	4.77309e+07	2.18019e+07	2.03404e+07	2.11357e+07	3.01911e+07	4.72811e+07	4.64286e+07	3.26937e+06	3.75437e+06	3.56995e+06	3.36032e+06	4.12267e+06	3.36914e+06
B1ARD6	B1ARD6	SLFN9_MOUSE	Slfn9	Schlafen family member 9	283531	271706	561578	354571	472165	268507		597155	69555.3	372945	371536	178192	2.46173e+06	1.76939e+06	2.28375e+06	2.381e+06	1.74984e+06	2.10669e+06
B1ARW8	B1ARW8	CA122_MOUSE		Uncharacterized protein C1orf122 homolog				2.30901e+06	850702	457202				2.65267e+06	1.34089e+06	779966	877464	825256	1.34833e+06		332950	
B1AUE5	B1AUE5	PEX10_MOUSE	Pex10	Peroxisome biogenesis factor 10	763891	725311			823229	1.1132e+06			413243	839990	949863	1.25209e+06	460992	549496		420828	569411	343938
B1AVY7	B1AVY7	KI16B_MOUSE	Kif16b	Kinesin-like protein KIF16B	5.78348e+06	2.85992e+06	1.87522e+06	391214	728968	307682	6.0319e+06	2.6997e+06	2.03591e+06	2.53249e+06			1.70697e+06	3.28981e+06	1.85662e+06	3.21802e+06	3.2762e+06	3.2092e+06
B1AY10;B1AY10-2;B1AY10-3	B1AY10;B1AY10-2;B1AY10-3	NFX1_MOUSE	Nfx1	Transcriptional repressor NF-X1	1.09658e+06	87593.6	358558	1.63166e+06	1.27027e+06	436205	1.21908e+06	267219	497308	1.57304e+06	1.2902e+06	344165	137903	254142	234039	459364	573119	454239
B1AY13	B1AY13;B1AY13-2	UBP24_MOUSE	Usp24	Ubiquitin carboxyl-terminal hydrolase 24	303307	286668	203446		197719		484704	77818.4	144670	138271	1.08031e+06		1.05959e+06	568770	1.0346e+06	630492	805052	840489
B1AZ99	B1AZ99	OTUD3_MOUSE	Otud3	OTU domain-containing protein 3	963895	383775	235555	4.15922e+06	2.3555e+06	629481	965177	293621	177183	4.36807e+06	1.9746e+06	521372	70899.7			78317.5	99067.9	
B1AZA5	B1AZA5	TM245_MOUSE	Tmem245	Transmembrane protein 245	837929	1.74539e+06	1.30098e+06	1.16021e+06	1.87186e+06	2.34986e+06	760342	1.72618e+06	1.58426e+06	1.32281e+06	1.96856e+06	2.44426e+06	947079	1.11527e+06	1.04542e+06	819076	938572	1.14193e+06
B1AZI6	B1AZI6	THOC2_MOUSE	Thoc2	THO complex subunit 2	5.28749e+06	2.26694e+06	1.18998e+06	8.93981e+06	5.83644e+06	2.7414e+06	4.13022e+06	2.27815e+06	1.39167e+06	8.64933e+06	5.73173e+06	2.53999e+06	1.03268e+07	9.63427e+06	9.08258e+06	1.01059e+07	9.46468e+06	8.89106e+06
B1AZP2;B1AZP2-2;B1AZP2-3	B1AZP2;B1AZP2-2;B1AZP2-3	DLGP4_MOUSE	Dlgap4	Disks large-associated protein 4	1.27676e+06	752799	699493	258089	644369	597630	1.30339e+06	883072	580536	719060	583361	626899	724384	645962	620648	948607	827297	801791
B2B9E1	B2B9E1	TRIQK_MOUSE	Triqk	Triple QxxK/R motif-containing protein				1.32494e+06	791298	873734				1.16734e+06	1.02694e+06	821373				130553		
B2RQC2	B2RQC2	UBP42_MOUSE	Usp42	Ubiquitin carboxyl-terminal hydrolase 42	261679	140148			203143	100932		174135	136850	284259	320659	201763	645888	734643	706803	531276	704058	668471
B2RQC6	B2RQC6;B2RQC6-2	PYR1_MOUSE	Cad	CAD protein	2.12086e+06	930423	1.04727e+06	1.81888e+06	1.40317e+06	580810	2.14275e+06	1.13494e+06	1.024e+06	1.75742e+06	1.42806e+06	654557	1.9912e+07	1.57151e+07	1.7636e+07	1.9604e+07	1.53689e+07	1.77455e+07
B2RR83	B2RR83	YTDC2_MOUSE	Ythdc2	3'-5' RNA helicase YTHDC2	5.09841e+06	3.98252e+06		4.97842e+06	974986	2.99995e+06	3.68316e+06	3.96669e+06	3.86963e+06	4.56109e+06	3.37691e+06	3.15077e+06	1.28328e+06	2.9984e+06	1.9137e+06	3.04869e+06		3.0489e+06
B2RRD7	B2RRD7	BRPF1_MOUSE	Brpf1	Peregrin	451102	442840	341601		629268	915331	628524	189329	238921	814949	380464	999172	693399	621414	764447	938591	644413	623173
B2RRE7	B2RRE7	OTUD4_MOUSE	Otud4	OTU domain-containing protein 4	3.53586e+06	1.14125e+06	1.1976e+06	1.99181e+06	1.35235e+06	760011	3.07758e+06	929598	968611	2.03803e+06	1.49439e+06	846740	2.66051e+06	2.3213e+06	2.7229e+06	2.35894e+06	2.51904e+06	2.59776e+06
B2RS91	B2RS91	RRN3_MOUSE	Rrn3	RNA polymerase I-specific transcription initiation factor RRN3													81922.7	115473		76228	149606	155395
B2RU80;P17225;Q8BHD7;Q8BHD7-2	B2RU80;P17225;Q8BHD7;Q8BHD7-2	PTBP1_MOUSE;PTBP3_MOUSE;PTPRB_MOUSE	Ptbp1;Ptbp3;Ptprb	Receptor-type tyrosine-protein phosphatase beta	1.87852e+07	1.13658e+07	7.87809e+06	3.25788e+07	2.12092e+07	1.2835e+07	1.61255e+07	1.00508e+07	7.88239e+06	2.80092e+07	2.04961e+07	1.20006e+07	3.40478e+07	3.2216e+07	3.12423e+07	2.7665e+07	3.13456e+07	2.72404e+07
B2RUR8	B2RUR8	OTU7B_MOUSE	Otud7b	OTU domain-containing protein 7B	315760	230977					1.53869e+06	104319					466088	432030	513860	409549	558830	662945
B2RWS6	B2RWS6	EP300_MOUSE	Ep300	Histone acetyltransferase p300											15253.9		299851	295307	382675	272874	449309	358788
B2RWS6;P45481	B2RWS6;P45481	CBP_MOUSE;EP300_MOUSE	Crebbp;Ep300	Histone acetyltransferase p300	466684												1.12198e+06	1.13552e+06	1.34437e+06	1.0603e+06	1.19706e+06	1.45684e+06
B2RX12;B2RX12-2;B2RX12-3	B2RX12;B2RX12-2;B2RX12-3	MRP3_MOUSE	Abcc3	ATP-binding cassette sub-family C member 3	6.74101e+06		4.10996e+06					4.25983e+06	5.04734e+06				7.518e+06	7.15309e+06		8.54239e+06	7.78302e+06	
B2RX88;B2RX88-4	B2RX88;B2RX88-2;B2RX88-4	CSPP1_MOUSE	Cspp1	Centrosome and spindle pole associated protein 1	1.5555e+06	987603	787186	2.84519e+06	1.94357e+06	405149	1.22488e+06	998084	605499	2.76012e+06	1.82124e+06	365092						
B2RXC1	B2RXC1	TPC11_MOUSE	Trappc11	Trafficking protein particle complex subunit 11			8.19964e+06	1.87475e+06			2.43885e+06	5.01323e+06	3.15487e+06		1.42468e+06		1.91014e+06	1.66695e+06	1.5912e+06	2.23621e+06	1.52576e+06	1.86728e+06
B2RXS4	B2RXS4	PLXB2_MOUSE	Plxnb2	Plexin-B2	1.19758e+07	8.24358e+06	8.25551e+06	9.0782e+06	6.10976e+06	7.00106e+06	9.88508e+06	8.13712e+06	7.9262e+06	9.35845e+06	6.3763e+06	6.82967e+06	7.47024e+06	7.79473e+06	7.34341e+06	7.58411e+06	8.18039e+06	7.24667e+06
B2RXV4	B2RXV4	FLVC1_MOUSE	Flvcr1	Feline leukemia virus subgroup C receptor-related protein 1	460401	327044	372304	914907	391338	320843			271383			387440						
B2RY04	B2RY04	DOCK5_MOUSE	Dock5	Dedicator of cytokinesis protein 5	184960		178689				706291	305509	210804	855301			1.0479e+06	720526	927397	959547	863200	818263
B2RY56	B2RY56	RBM25_MOUSE	Rbm25	RNA-binding protein 25	5.04342e+06	2.96765e+06	1.3789e+06	1.27437e+07	9.72323e+06	4.05215e+06	3.79509e+06	2.89623e+06	1.60209e+06	1.53024e+07	9.80737e+06	3.60434e+06	1.22099e+07	1.22752e+07	1.11598e+07	1.15122e+07	1.17452e+07	1.16319e+07
B7ZMP1	B7ZMP1;B7ZMP1-2	XPP3_MOUSE	Xpnpep3	Xaa-Pro aminopeptidase 3	8.45446e+06	1.03621e+07	9.5744e+06	6.91466e+06	7.94203e+06	9.02575e+06	6.97997e+06	9.86765e+06	9.25605e+06	6.71667e+06	8.04919e+06	8.21752e+06	1.2508e+06	1.6863e+06	1.37672e+06	1.74824e+06	1.7359e+06	1.49212e+06
B8ZXI1	B8ZXI1;B8ZXI1-2	QTRT2_MOUSE	Qtrt2	Queuine tRNA-ribosyltransferase accessory subunit 2	2.03191e+06	2.06865e+06	1.94933e+06	1.29627e+06	1.96338e+06	1.88045e+06	1.98462e+06	2.16342e+06	2.03939e+06	1.77961e+06	1.98539e+06	2.03594e+06	1.58935e+06	1.47048e+06	1.5248e+06	1.61181e+06	1.34713e+06	1.51287e+06
B9EHT4	B9EHT4	CLIP3_MOUSE	Clip3	CAP-Gly domain-containing linker protein 3	1.4816e+06	737535	603168	309017	290416	395296	662236	758823	627759	279352	284780	271177	419065	553962	570144	720464	415710	356649
B9EJ57;Q8CHZ9	Q8CHZ9;B9EJ57	MTF1A_MOUSE;MTF1B_MOUSE	Mterf1a;Mterf1b	Transcription termination factor 1b, mitochondrial	931749	1.21946e+06	1.37423e+06	323077	357180	653087	691547	1.21985e+06	1.22297e+06	530276	235349	975256		97564.9				
B9EJ80	B9EJ80	PDZD8_MOUSE	Pdzd8	PDZ domain-containing protein 8	7.47334e+06	4.98823e+06	4.12246e+06	3.06739e+06	2.44433e+06	2.90088e+06	5.78158e+06	4.97013e+06	4.31288e+06	2.99094e+06	2.78875e+06	2.94392e+06	2.57854e+06	2.6746e+06	2.86927e+06	2.47887e+06	2.47639e+06	2.51927e+06
B9EJ86	B9EJ86	OSBL8_MOUSE	Osbpl8	Oxysterol-binding protein-related protein 8	2.54945e+06	2.69116e+06	2.47234e+06	3.62263e+06	3.94046e+06	4.0374e+06	2.69621e+06	3.14109e+06	2.08208e+06	3.42033e+06	3.762e+06	4.02474e+06	1.64413e+06	2.06588e+06	1.70793e+06	2.12939e+06	2.12715e+06	1.81495e+06
B9EJ86;Q9ER64	Q9ER64;B9EJ86	OSBL5_MOUSE;OSBL8_MOUSE	Osbpl5;Osbpl8	Oxysterol-binding protein-related protein 8	2.75577e+06	3.3007e+06	2.76915e+06	1.54937e+06	3.00544e+06	4.23096e+06	2.44122e+06	3.40159e+06	2.9222e+06	4.21043e+06	1.50394e+06	4.06524e+06	2.43219e+06	2.93436e+06	3.26819e+06	3.15479e+06	2.56108e+06	2.95901e+06
B9EKI3	B9EKI3	TMF1_MOUSE	Tmf1	TATA element modulatory factor	7.41318e+06	3.79533e+06	3.33557e+06	2.61792e+06	1.33902e+06	1.85252e+06	6.95002e+06	3.75975e+06	3.43689e+06	2.94413e+06	2.26709e+06	1.45979e+06	2.2225e+06	2.12269e+06	2.03592e+06	1.97259e+06	2.11767e+06	1.92912e+06
C0HK79;C0HK80	C0HK80;C0HK79	ARXS1_MOUSE;ARXS2_MOUSE	Arxes1;Arxes2	Adipocyte-related X-chromosome expressed sequence 1	3.46128e+06	5.0537e+06	3.27791e+06	4.16153e+06	3.81179e+06	4.35284e+06	2.64762e+06	4.05473e+06	3.34385e+06	4.37582e+06	3.29581e+06	3.11506e+06	2.81884e+06	2.09899e+06	2.8912e+06	2.62189e+06	2.31008e+06	2.24003e+06
C0HKD8;C0HKD9	C0HKD9;C0HKD8	MFA1A_MOUSE;MFA1B_MOUSE	Mfap1a;Mfap1b	Microfibrillar-associated protein 1A	3.70557e+06	1.1928e+06	688038	5.83155e+06	3.84966e+06	1.79098e+06	2.34604e+06	1.31983e+06	566555	5.96219e+06	4.22301e+06	1.79217e+06	4.64095e+06	4.31229e+06	3.8402e+06	4.38114e+06	4.30117e+06	4.2508e+06
C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q64523;Q6GSS7;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2	Q8R1M2;C0HKE3;C0HKE2;C0HKE1;Q6GSS7;C0HKE9;C0HKE5;C0HKE6;Q8CGP7;Q8CGP5;C0HKE7;C0HKE4;Q64523;Q8BFU2;C0HKE8;Q8CGP6	H2A1B_MOUSE;H2A1C_MOUSE;H2A1D_MOUSE;H2A1E_MOUSE;H2A1F_MOUSE;H2A1G_MOUSE;H2A1H_MOUSE;H2A1I_MOUSE;H2A1K_MOUSE;H2A1N_MOUSE;H2A1O_MOUSE;H2A1P_MOUSE;H2A2A_MOUSE;H2A2C_MOUSE;H2A3_MOUSE;H2AJ_MOUSE	H2ac11;H2ac12;H2ac13;H2ac15;H2ac20;H2ac4;H2ac6;H2ac7;H2ac8;H2aj;H2aw;Hist1h2af;Hist1h2an;Hist1h2ao;Hist1h2ap;Hist2h2aa1	Histone H2A type 1-B	6.20678e+07	3.243e+07	1.94082e+07	1.3126e+08	9.51251e+07	3.65697e+07	5.85719e+07	3.03303e+07	2.05867e+07	1.1281e+08	9.69152e+07	4.01044e+07	1.54837e+08	9.29707e+07	1.31395e+08	1.41055e+08	8.45909e+07	7.89624e+07
C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2	Q8R1M2;C0HKE3;C0HKE2;C0HKE1;C0HKE9;C0HKE5;C0HKE6;Q8CGP7;Q8CGP5;C0HKE7;C0HKE4;Q8BFU2;C0HKE8;Q8CGP6	H2A1B_MOUSE;H2A1C_MOUSE;H2A1D_MOUSE;H2A1E_MOUSE;H2A1F_MOUSE;H2A1G_MOUSE;H2A1H_MOUSE;H2A1I_MOUSE;H2A1K_MOUSE;H2A1N_MOUSE;H2A1O_MOUSE;H2A1P_MOUSE;H2A3_MOUSE;H2AJ_MOUSE	H2ac11;H2ac12;H2ac13;H2ac15;H2ac4;H2ac6;H2ac7;H2ac8;H2aj;H2aw;Hist1h2af;Hist1h2an;Hist1h2ao;Hist1h2ap	Histone H2A type 1-B	2.53092e+07	8.32427e+06	4.61451e+06	1.10171e+07	6.17355e+07	1.09582e+07	5.99135e+07	8.06692e+06	2.9842e+06	1.69974e+07	6.48951e+07	1.2759e+07	1.46124e+07	1.13226e+07	4.75144e+06	1.7486e+07	7.06396e+06	1.06104e+07
C0HKG5;C0HKG6	C0HKG5;C0HKG6	RNT2A_MOUSE;RNT2B_MOUSE	Rnaset2a;Rnaset2b	Ribonuclease T2-A	5.74219e+07	3.29527e+07	2.66783e+07	2.10743e+06	1.58763e+06	1.9649e+06	4.89385e+07	3.08752e+07	2.58942e+07	1.6309e+06	1.84231e+06	1.78496e+06	3.57064e+06	3.46769e+06	3.23413e+06	3.8316e+06	3.36246e+06	3.66748e+06
D0QMC3	D0QMC3	MNDAL_MOUSE	Mndal	Myeloid cell nuclear differentiation antigen-like protein				126649	97241.7			160223		188618	255044							
D0QMC3;P0DOV1-2	D0QMC3;P0DOV1;P0DOV1-2;Q8CGE8	IFI5B_MOUSE;MNDAL_MOUSE	Mnda;Mndal	Myeloid cell nuclear differentiation antigen-like protein	2.0626e+06	593182	411764	2.06937e+06	1.89094e+06	680075	2.12445e+06	576744	495949	1.69655e+06	1.64629e+06	395903	3.42983e+06	2.94391e+06	3.08976e+06	3.35676e+06	2.74329e+06	2.96144e+06
D0QMC3;P0DOV2	D0QMC3;P0DOV2	IFI4_MOUSE;MNDAL_MOUSE	Ifi204;Mndal	Myeloid cell nuclear differentiation antigen-like protein	1.47486e+06	300723	300985	1.12464e+06	1.37216e+06	644790	1.32458e+06	220348	198395	475486	1.22585e+06	551393	1.70835e+06	1.73185e+06	1.7599e+06	2.07149e+06	1.87903e+06	1.8861e+06
D3YX43	D3YX43	VSI10_MOUSE	Vsig10	V-set and immunoglobulin domain-containing protein 10	862794	753142	589693	758495		295002	1.28451e+06	672044	551710	756278	383864	1.08499e+06	119129		327623	82364.2		188713
D3YXK1	D3YXK1	SAMD1_MOUSE	Samd1	Atherin				1.62914e+06			687467			2.16819e+06	878775		1.85064e+06	1.97517e+06	1.24216e+06	1.30976e+06	1.7785e+06	1.68647e+06
D3YXK2	D3YXK2	SAFB1_MOUSE	Safb	Scaffold attachment factor B1	1.56964e+07	7.16506e+06	4.68241e+06	2.07585e+07	1.80506e+07	9.10025e+06	1.38948e+07	8.07282e+06	4.65633e+06	1.65954e+07	1.73211e+07	8.9781e+06	2.64227e+07	2.47111e+07	2.24821e+07	2.51502e+07	2.4822e+07	2.18429e+07
D3YXK2;Q80YR5	Q80YR5;D3YXK2	SAFB1_MOUSE;SAFB2_MOUSE	Safb;Safb2	Scaffold attachment factor B1	8.10021e+06	3.14843e+06	2.1528e+06	9.85061e+06	1.00438e+07	5.28085e+06	7.94492e+06	2.87869e+06	2.00133e+06	9.72583e+06	9.20443e+06	4.7186e+06	1.16589e+07	1.1704e+07	1.12004e+07	1.05925e+07	1.17734e+07	1.09775e+07
D3YYU8	D3YYU8	OBSL1_MOUSE	Obsl1	Obscurin-like protein 1	7.12156e+06	2.7159e+06	2.561e+06	1.14094e+07	8.28373e+06	2.54593e+06	6.21068e+06	2.66893e+06	2.08405e+06	1.17385e+07	7.7383e+06	2.90049e+06	4.09686e+06	3.50529e+06	3.54574e+06	3.75308e+06	3.52936e+06	4.0811e+06
